"CountyName","GEOID","COUNTYNS","WHP_Score","County","State","DroughtRisk_Score"
"Catoosa","13047","00353230",40.7,"Catoosa County","GA",0.298197228575272
"Sterling","48431","01384001",51.6,"Sterling County","TX",0.05886
"Sevier","49041","01448034",39.2,"Sevier County","UT",0.06614
"Monmouth","34025","00882910",25.6,"Monmouth County","NJ",0
"Stephens","13257","00350028",35.3,"Stephens County","GA",0.257751937984496
"Washoe","32031","00858608",41.5,"Washoe County","NV",0
"Marquette","55077","01581098",32.1,"Marquette County","WI",0.287007454739084
"Hardee","12049","00295746",46.5,"Hardee County","FL",0.00182
"St. Johns","12109","00308371",30.9,"Saint Johns County","FL",0
"Pottawatomie","20149","00485038",35.7,"Pottawatomie County","KS",0.255698536945207
"Beltrami","27007","00659449",35.2,"Beltrami County","MN",0.291463923258724
"Butler","20015","00484977",37.6,"Butler County","KS",0.145940533045756
"Dawson","13085","00351312",39.8,"Dawson County","GA",0.218296633644772
"Summit","49043","01448035",38.8,"Summit County","UT",0
"Graham","04009","00025444",46.8,"Graham County","AZ",0.295514417942328
"Smith","28129","00695785",46.1,"Smith County","MS",0.347183347053981
"Gaston","37071","01008554",36.3,"Gaston County","NC",0.191557772596649
"Winston","28159","00695800",44.5,"Winston County","MS",0.377774495851347
"Yavapai","04025","00042809",42.1,"Yavapai County","AZ",0.196563088512241
"Chatham","13051","01694477",29.4,"Chatham County","GA",0
"Brevard","12009","00295749",30.9,"Brevard County","FL",0
"Lumpkin","13187","00357196",40,"Lumpkin County","GA",0.215666761444413
"Chautauqua","20019","00484979",42.3,"Chautauqua County","KS",0.275909056689001
"Jasper","28061","00695754",46.5,"Jasper County","MS",0.306892485094673
"Cache","49005","01448017",36.5,"Cache County","UT",0
"Lincoln","37109","01008569",37.4,"Lincoln County","NC",0.2
"Highlands","12055","00295756",44.3,"Highlands County","FL",0
"Cabarrus","37025","01008540",35.3,"Cabarrus County","NC",0.102391068076277
"Garza","48169","01383870",44.9,"Garza County","TX",0
"Coconino","04005","00025443",34.1,"Coconino County","AZ",0.103048294195835
"Spokane","53063","01529225",33.7,"Spokane County","WA",0.127526076916952
"Bennett","46007","01265812",37.1,"Bennett County","SD",0
"Riverside","06065","00277297",27.3,"Riverside County","CA",0.01137
"Lemhi","16059","00399754",37.4,"Lemhi County","ID",0.1
"Alameda","06001","01675839",34.2,"Alameda County","CA",0
"Kent","48263","01383917",44.9,"Kent County","TX",0
"Deer Lodge","30023","01719617",37.1,"Deer Lodge County","MT",0.2
"Kootenai","16055","00395661",44.1,"Kootenai County","ID",0.253259036887774
"Klamath","41035","01155134",47.8,"Klamath County","OR",0.0956361094467745
"Ulster","36111","00974153",36,"Ulster County","NY",0
"Harper","40059","01101817",42.7,"Harper County","OK",0.04119
"Jerome","16053","00395662",26.4,"Jerome County","ID",0
"Palm Beach","12099","00295761",24.9,"Palm Beach County","FL",0
"San Miguel","08113","00198172",39.7,"San Miguel County","CO",0.235880618039354
"Jack","48237","01383904",44.5,"Jack County","TX",0.02146
"Fayette","13113","01687740",33.7,"Fayette County","GA",0.189429455992923
"Grant","35017","00915980",34.1,"Grant County","NM",0.434201863136513
"Early","13099","00345041",32.8,"Early County","GA",0
"Mendocino","06045","00277287",46.4,"Mendocino County","CA",0
"Sumter","12119","00295740",40.3,"Sumter County","FL",0
"Salt Lake","49035","01448031",30.1,"Salt Lake County","UT",0
"Harney","41025","01135852",45.5,"Harney County","OR",9e-05
"Polk","37149","01008579",34.6,"Polk County","NC",0.2
"Larimer","08069","00198150",41.4,"Larimer County","CO",0.0704805077062557
"Stanly","37167","01025844",34.8,"Stanly County","NC",0.156249550779846
"Throckmorton","48447","01384009",41.7,"Throckmorton County","TX",0
"Buffalo","46017","01265767",33.1,"Buffalo County","SD",0
"Bledsoe","47007","01639725",37.1,"Bledsoe County","TN",0.376058398114792
"Warren","34041","00882237",34.7,"Warren County","NJ",0
"Franklin","28037","00695743",47.1,"Franklin County","MS",0.398504074064731
"King","48269","01383920",46.1,"King County","TX",0
"Wasatch","49051","01448039",39.7,"Wasatch County","UT",0
"Leon","12073","00306916",42.2,"Leon County","FL",0
"Custer","08027","00198129",35.9,"Custer County","CO",0.0953023091838533
"Orange","12095","00295750",31.4,"Orange County","FL",0
"Franklin","16041","00395585",35,"Franklin County","ID",0
"Sonoma","06097","01657246",39.1,"Sonoma County","CA",0
"Rowan","37159","01008583",35.3,"Rowan County","NC",0.18094529436276
"Okeechobee","12093","00295760",40.6,"Okeechobee County","FL",0
"Alexander","37003","01008532",39.8,"Alexander County","NC",0.2
"Cochise","04003","00025442",43.4,"Cochise County","AZ",0.357416923603974
"Douglas","13097","01686467",31,"Douglas County","GA",0.2
"Adams","55001","01581060",31.3,"Adams County","WI",0.269967074317968
"Copiah","28029","00695739",45.5,"Copiah County","MS",0.376794421290621
"Morris","20127","00485028",32.9,"Morris County","KS",0.2
"Sherman","41055","01135863",35.1,"Sherman County","OR",0.275499513582279
"Cherokee","45021","01247987",37.7,"Cherokee County","SC",0.2
"Miller","13201","00344088",26,"Miller County","GA",0
"Neshoba","28099","00695772",42.6,"Neshoba County","MS",0.391262735412164
"Seminole","13253","00351263",25.3,"Seminole County","GA",0
"Teton","56039","01605083",37.6,"Teton County","WY",0.03562
"Gregg","48183","01383877",36.2,"Gregg County","TX",0.129015987005215
"Caribou","16029","00395406",35.3,"Caribou County","ID",0
"Yukon-Koyukuk","02290","01419987",38.7,"Yukon-Koyukuk Census Area","AK",0
"Southeast Fairbanks","02240","01419983",39.6,"Southeast Fairbanks Census Area","AK",0
"Habersham","13137","00351383",32.6,"Habersham County","GA",0.2
"DeSoto","12027","00294452",42.6,"DeSoto County","FL",0
"Vermilion","22113","00559538",22.6,"Vermilion Parish","LA",0.212105945012236
"Garfield","08045","00198138",40.7,"Garfield County","CO",0.049299466690771
"Middlesex","34023","00882230",23.6,"Middlesex County","NJ",0
"Mono","06051","00277290",37.5,"Mono County","CA",0
"Foard","48155","01383863",35.6,"Foard County","TX",9e-05
"Minidoka","16067","00394807",22.1,"Minidoka County","ID",0
"White","13311","00326781",34.4,"White County","GA",0.2
"Shelby","01117","00161584",35.9,"Shelby County","AL",0.397458652682533
"Cherokee","40021","01101798",42.6,"Cherokee County","OK",0.01739
"Catawba","37035","01008543",34.8,"Catawba County","NC",0.2
"Camp","48063","01383817",44.5,"Camp County","TX",0
"Lewis","16061","00395622",26.7,"Lewis County","ID",0.128030954428203
"Le Flore","40079","01101827",40.8,"Le Flore County","OK",0
"Roger Mills","40129","01101852",43.4,"Roger Mills County","OK",0.04885
"Orange","06059","00277294",24,"Orange County","CA",0
"Smith","48423","01383997",42.8,"Smith County","TX",0.0940584179970972
"Indian River","12061","00307624",33.3,"Indian River County","FL",0
"Morris","48343","01383957",43.8,"Morris County","TX",0
"Gadsden","12039","00306918",38.8,"Gadsden County","FL",0
"Tooele","49045","01448036",27.7,"Tooele County","UT",0
"Denali","02068","01419988",33.1,"Denali Borough","AK",0
"Davidson","37057","01008548",31,"Davidson County","NC",0.120273184759166
"Jefferson","48245","01383908",29.8,"Jefferson County","TX",0.3
"Riley","20161","00485044",30.5,"Riley County","KS",0.268123993558776
"Moffat","08081","00198156",39.4,"Moffat County","CO",0.0953901416882858
"Benewah","16009","00395190",43.7,"Benewah County","ID",0.203190699975266
"Pasco","12101","00295739",33.8,"Pasco County","FL",0.10801023573201
"Woods","40151","01101863",35,"Woods County","OK",0.01873
"Contra Costa","06013","01675903",32.3,"Contra Costa County","CA",0
"Bonner","16017","00395158",46.6,"Bonner County","ID",0.252730269936122
"Lyon","32019","00858645",31.2,"Lyon County","NV",0
"Union","37179","01008590",29.5,"Union County","NC",0.179022501814662
"Park","30067","01720027",34.4,"Park County","MT",0.1
"Davie","37059","01008549",34.6,"Davie County","NC",0.2
"Polk","47139","01639782",34.9,"Polk County","TN",0.3
"Santa Fe","35049","00933322",41,"Santa Fe County","NM",0.383719459160275
"Sanpete","49039","01448033",35.8,"Sanpete County","UT",0.05771
"Clearwater","27029","00659460",34.2,"Clearwater County","MN",0.175527263374486
"Anderson","48001","01383786",41,"Anderson County","TX",0.18850822925178
"Glenn","06021","00277275",37.9,"Glenn County","CA",0
"Gilmer","13123","00351260",35.8,"Gilmer County","GA",0.3
"Sequoyah","40135","01101855",40.6,"Sequoyah County","OK",0
"Franklin","13119","00349324",35.6,"Franklin County","GA",0.3
"Montrose","08085","00198158",42.6,"Montrose County","CO",0.224745389485274
"Custer","31041","00835842",30.6,"Custer County","NE",0.01298
"Malheur","41045","01135858",43,"Malheur County","OR",0
"Rapides","22079","00559460",33.5,"Rapides Parish","LA",0.482820550259694
"Banks","13011","00349230",33.1,"Banks County","GA",0.289599186450188
"Fresno","06019","00277274",35.4,"Fresno County","CA",0
"Fremont","16043","00395408",35.5,"Fremont County","ID",0.01693
"Scurry","48415","01383993",35,"Scurry County","TX",0.05366
"Mecklenburg","37119","01008570",24.5,"Mecklenburg County","NC",0.115583218072845
"Stanislaus","06099","00277314",41.8,"Stanislaus County","CA",0
"Jones","37103","01026338",39.7,"Jones County","NC",0
"Madison","28089","00695768",32.3,"Madison County","MS",0.499399098647972
"Otero","35035","00929104",31.2,"Otero County","NM",0.401558642360159
"Clackamas","41005","01155127",44.4,"Clackamas County","OR",0.100855125783037
"Ochiltree","48357","01383964",23.9,"Ochiltree County","TX",0
"Blaine","16013","00395696",31.5,"Blaine County","ID",0.02654
"Chattahoochee","13053","00351012",46.2,"Chattahoochee County","GA",0.1
"Wilkes","37193","01008595",31.5,"Wilkes County","NC",0.15191766622242
"Weber","49057","01448042",28.4,"Weber County","UT",0
"Forsyth","37067","01008552",30.1,"Forsyth County","NC",0.112909260991581
"Duval","12031","00293656",26.4,"Duval County","FL",0
"Collingsworth","48087","01383829",36.8,"Collingsworth County","TX",0.0958602737425477
"Kern","06029","02054176",31.7,"Kern County","CA",0
"Iredell","37097","01008565",32.7,"Iredell County","NC",0.2
"Rockdale","13247","00357592",30.9,"Rockdale County","GA",0.2
"Douglas","53017","01531818",36.5,"Douglas County","WA",0
"Benton","53005","01513302",29.1,"Benton County","WA",0.09902
"New Hanover","37129","01026329",19.1,"New Hanover County","NC",0
"Cook","27031","00659461",22.8,"Cook County","MN",0.1
"Merced","06047","00277288",35.9,"Merced County","CA",0
"Sheridan","56033","01605081",46.2,"Sheridan County","WY",0.00994
"Hunterdon","34019","00882228",36,"Hunterdon County","NJ",0
"Randolph","37151","01008580",30.3,"Randolph County","NC",0.1
"Pitkin","08097","00198164",31.2,"Pitkin County","CO",0
"Gallatin","30031","01720053",31.4,"Gallatin County","MT",0.09886
"Delta","08029","00198130",34.8,"Delta County","CO",0.190404953696093
"Wichita","48485","01384028",28.3,"Wichita County","TX",0.157417837028588
"St. Clair","01115","00164997",32.1,"Saint Clair County","AL",0.4
"Sheridan","31161","00835902",26.7,"Sheridan County","NE",0
"Lake","27075","00659484",26.3,"Lake County","MN",0.1
"Troup","13285","01673298",36.4,"Troup County","GA",0.183930125935813
"Lee","12071","00295758",22.2,"Lee County","FL",0.02448
"Young","48503","01384037",38.8,"Young County","TX",0
"Stafford","20185","00485054",18.3,"Stafford County","KS",0.271897670866743
"Madison","13195","01688004",31,"Madison County","GA",0.28160375641539
"Lamb","48279","01383926",19.6,"Lamb County","TX",0.0774505116190112
"DeKalb","01049","00161550",32.9,"DeKalb County","AL",0.338401735671669
"Rosebud","30087","01716795",36.1,"Rosebud County","MT",0
"Stonewall","48433","01384002",38.8,"Stonewall County","TX",0
"Park","08093","00198162",32,"Park County","CO",0.00357
"Manatee","12081","00295744",30.6,"Manatee County","FL",0.312885790964664
"Nez Perce","16069","00399394",26.8,"Nez Perce County","ID",0.130995436876796
"Sandoval","35043","00929113",31.9,"Sandoval County","NM",0.389014434913313
"Hall","13139","01686953",29.1,"Hall County","GA",0.208893309397894
"Presidio","48377","01383974",36.7,"Presidio County","TX",0.312383298755187
"Martin","12085","00308550",27.5,"Martin County","FL",0
"Big Horn","30003","01716521",43.4,"Big Horn County","MT",0
"Pawnee","31133","00835888",18.6,"Pawnee County","NE",0.160975948839149
"Ellis","40045","01101810",43.7,"Ellis County","OK",0.03577
"Piute","49031","01448029",31,"Piute County","UT",0
"Asotin","53003","01533502",32.8,"Asotin County","WA",0.1
"Cherokee","37039","01008545",32.2,"Cherokee County","NC",0.3
"Garfield","53023","01533500",27.2,"Garfield County","WA",0.1
"Yadkin","37197","01008597",29.9,"Yadkin County","NC",0.19986481750363
"McDowell","37111","01025836",36,"McDowell County","NC",0.2
"Bergen","34003","00882271",23.3,"Bergen County","NJ",0
"Powder River","30075","01719584",41.6,"Powder River County","MT",0
"Apache","04001","00025441",28.4,"Apache County","AZ",0.262880089503336
"El Paso","08041","00198135",39.4,"El Paso County","CO",0.00316
"Forsyth","13117","01673358",27.4,"Forsyth County","GA",0.2
"Camas","16025","00399408",33.8,"Camas County","ID",0.03997
"Fannin","13111","00351094",33.4,"Fannin County","GA",0.3
"Hamilton","47065","01639749",27,"Hamilton County","TN",0.218045112781955
"Clay","48077","01383824",40,"Clay County","TX",0.177282440935534
"Morrow","41049","01135860",31.3,"Morrow County","OR",0.08793
"Navajo","04017","00042808",22.4,"Navajo County","AZ",0.221650223226589
"Eagle","08037","00198134",35.9,"Eagle County","CO",0
"Pamlico","37137","01023355",25.8,"Pamlico County","NC",0
"Tyler","48457","01384014",42.1,"Tyler County","TX",0.37023074898371
"Yolo","06113","00277321",28,"Yolo County","CA",0
"Hyde","37095","01008564",17.5,"Hyde County","NC",0
"Hood","48221","01383896",40.2,"Hood County","TX",0
"Pennington","46103","01266995",30,"Pennington County","SD",0.08157
"Clark","20025","00484982",39.7,"Clark County","KS",0.09505
"Salem","34033","00882233",22.8,"Salem County","NJ",0
"Skamania","53059","01529220",42.3,"Skamania County","WA",0.01992
"Calcasieu","22019","00558468",27.3,"Calcasieu Parish","LA",0.368178298860745
"Harris","13145","00326700",36.9,"Harris County","GA",0.1000399920016
"Parker","48367","01383969",41.3,"Parker County","TX",0.06743
"Teton","16081","00399297",25.9,"Teton County","ID",0
"Stokes","37169","01008586",30,"Stokes County","NC",0.159254046446165
"Carteret","37031","01026337",17.3,"Carteret County","NC",0
"Shackelford","48417","01383994",44.8,"Shackelford County","TX",0
"Cape May","34009","00882274",16.2,"Cape May County","NJ",0
"Nassau","36059","00974128",14.2,"Nassau County","NY",0
"Autauga","01001","00161526",40.6,"Autauga County","AL",0.2
"Wood","48499","01384035",37.8,"Wood County","TX",0.00048
"Knox","21121","00516907",35.1,"Knox County","KY",0.2
"Beaver","40007","01101791",39.9,"Beaver County","OK",2e-05
"Kittson","27069","00659480",21.3,"Kittson County","MN",0.268196569309226
"Borden","48033","01383802",41.2,"Borden County","TX",0.0503
"Reno","20155","00485041",19.5,"Reno County","KS",0.319509071504803
"Las Animas","08071","00198151",31.7,"Las Animas County","CO",0.0310543499135779
"Mercer","34021","00882229",26.2,"Mercer County","NJ",0
"Roseau","27135","00659513",22.4,"Roseau County","MN",0.254229304059313
"Hendry","12051","00307626",31.8,"Hendry County","FL",0
"Saluda","45081","01248016",41.9,"Saluda County","SC",0.04404
"Bowie","48037","01383804",34.7,"Bowie County","TX",0
"Geary","20061","00484999",30.1,"Geary County","KS",0.206336303985898
"Kay","40071","01101823",17.3,"Kay County","OK",0.04918
"Johnson","31097","00835870",16.5,"Johnson County","NE",0.151687059695958
"Craven","37049","01026123",34.8,"Craven County","NC",0
"Gilliam","41021","01135850",35.7,"Gilliam County","OR",0.196496796906562
"Hall","48191","01383881",32.8,"Hall County","TX",0.00393
"Lincoln","53043","01514052",28.3,"Lincoln County","WA",0
"Bear Lake","16007","00395090",31.2,"Bear Lake County","ID",0
"Bosque","48035","01383803",40.9,"Bosque County","TX",0.0511
"Jefferson","01073","00161562",27.1,"Jefferson County","AL",0.306918238993711
"Gulf","12045","00306917",32.3,"Gulf County","FL",0
"Panola","48365","01383968",38.4,"Panola County","TX",0.204302400078853
"Beaverhead","30001","01719627",24.9,"Beaverhead County","MT",0.165092748735245
"Jefferson","16051","00399751",27.5,"Jefferson County","ID",0.0157
"Meagher","30059","01719600",25.5,"Meagher County","MT",0.1
"Madison","16065","00394803",17.2,"Madison County","ID",0
"Bonneville","16019","00395407",28.3,"Bonneville County","ID",0
"Floyd","48153","01383862",19.9,"Floyd County","TX",0
"Dawes","31045","00835844",34,"Dawes County","NE",0
"Millard","49027","01448027",24.5,"Millard County","UT",0.00164
"Lake","41037","01135854",38.6,"Lake County","OR",0.04321
"Sampson","37163","01026131",29.1,"Sampson County","NC",0
"Lane","41039","01135855",42,"Lane County","OR",0.176696557708996
"Kane","49025","01448026",25.6,"Kane County","UT",0.01666
